geoid,name,d_pop_%,d_medinc_%,d_medhomeval_%,d_white_pp,d_black_pp,d_hispanics_pp,d_eduatt_pp,ucb_type
34017001900,"Census Tract 19, Hudson County, New Jersey",-3.3289817232376007,76.930314613349,32.11678832116789,0.11410856047797857,7.929288833492294,-24.030055198748993,17.07560342228718,LI - Ongoing Displacement of Low-Income Households
34017002800,"Census Tract 28, Hudson County, New Jersey",7.97323135755259,148.17761612487686,10.379500486539083,9.415334492908297,-7.339239332818895,-6.495795835349384,6.968769014224712,MHI - Ongoing Exclusion
34017003000,"Census Tract 30, Hudson County, New Jersey",-3.6124240378122896,70.0216229448003,18.220858895705526,9.528055900129015,-9.5690302500677,5.964339899083662,5.312250561993068,LI - At Risk of Gentrification
34017003100,"Census Tract 31, Hudson County, New Jersey",51.02394000576869,98.02180324066403,-17.455213596692698,1.0490430013156917,-2.2473433351629453,-12.060647999924203,7.19939810100824,LI - Not Losing Low-Income Households
34017004700,"Census Tract 47, Hudson County, New Jersey",7.096027767065172,54.30410699136683,24.338925220358256,12.060905784819134,-7.292187589617264,-12.258815422425492,6.799697976366664,LI - At Risk of Gentrification
34025807004,"Census Tract 8070.04, Monmouth County, New Jersey",-15.2122641509434,79.39220662404831,-9.453952730236349,22.464827656336105,-10.376169404571339,-12.67438561156743,11.471440614585246,LI - Ongoing Displacement of Low-Income Households
34025808401,"Census Tract 8084.01, Monmouth County, New Jersey",-10.830618892508149,47.64831552999178,23.37519623233908,5.566128240596143,-0.35161304716433894,-6.082095102107597,20.077528892061935,MHI - Stable Exclusion
34027043600,"Census Tract 436, Morris County, New Jersey",12.495164410058024,63.16432600726469,7.113690092413494,0.4667175722810981,-6.503043694576957,-2.0752529539002644,8.292517938907942,MHI - Ongoing Exclusion
34027043800,"Census Tract 438, Morris County, New Jersey",-10.982048574445614,53.32744014732964,13.316062176165811,12.861135164569497,-2.356570853077897,-10.005552725210613,11.092655711173826,MHI - Ongoing Exclusion
34029715200,"Census Tract 7152, Ocean County, New Jersey",66.5524963772889,43.292199346508895,36.155550086143236,20.84454824816222,-6.983107845118919,-12.858340708757364,2.77327856738227,LI - Ongoing Gentrification
36005045101,"Census Tract 451.01, Bronx County, New York",-7.434052757793763,70.17473684210526,-0.32210109018830924,4.793988643282262,-2.426038443856314,-9.003988519029335,6.910171344789452,MHI - Stable Exclusion
36047003100,"Census Tract 31, Kings County, New York",8.670727337871732,63.695260214528005,22.323998953153623,19.80694151033957,-13.312407421386364,-6.285038705376651,8.177844971289778,MHI - Ongoing Exclusion
36047003500,"Census Tract 35, Kings County, New York",44.648318042813465,69.35264385692068,55.649844350155654,23.95730292039232,-18.513166656968664,-1.308584026740629,11.313853275662535,MHI - Stable Exclusion
36047003900,"Census Tract 39, Kings County, New York",14.980544747081703,106.196477319472,71.53610259269585,6.93311474978109,-6.1418192472035145,-8.866789126126658,4.621445548335274,MHI - Ongoing Exclusion
36047005900,"Census Tract 59, Kings County, New York",2.6208026208026203,37.154046997389024,57.576254509675294,1.3183756200515973,-0.4210696948127115,-4.438487678711141,10.843361681350508,MHI - Advanced Gentrification
36047006900,"Census Tract 69, Kings County, New York",2.907311456534245,68.24863552239158,51.545842217484015,9.502300808000285,2.0255242742289377,-6.188372364538168,9.79922783031591,MHI - Ongoing Exclusion
36047008000,"Census Tract 80, Kings County, New York",-12.701002097413195,98.19849764009838,36.013083146841105,7.359709286114308,1.827158321785761,-11.956555414721564,7.334986262982542,MHI - Stable Exclusion
36047008800,"Census Tract 88, Kings County, New York",-17.288986507687476,51.95089872862779,90.1282549553051,5.833912237356522,2.9769197036709736,-28.298312615790724,4.020601523735698,LI - Ongoing Displacement of Low-Income Households
36047012100,"Census Tract 121, Kings County, New York",10.989010989010994,73.66548042704626,98.78826530612245,9.386356218039388,3.0149058861930147,-13.231422043303226,11.927973017081925,MHI - Stable Exclusion
36047012700,"Census Tract 127, Kings County, New York",35.28748590755355,99.03621495327101,86.26140808344198,11.61478297632469,10.745372980082674,-25.959648628335213,2.7137824126268324,LI - Ongoing Displacement of Low-Income Households
36047012901,"Census Tract 129.01, Kings County, New York",16.2411971830986,31.62513162513163,43.25058184639254,10.385974022857326,-7.923935129139092,0.8824982267706964,11.933383241516495,MHI - Ongoing Exclusion
36047013500,"Census Tract 135, Kings County, New York",11.205673758865252,67.0768417666253,31.42168674698795,10.431502388189323,-9.470979881314229,-12.14441308438269,0.5346649298017105,MHI - Ongoing Exclusion
36047013700,"Census Tract 137, Kings County, New York",-14.653705953827457,78.89194285531656,54.172091371759976,8.12910846201325,-1.7589199467474135,-8.372467803496846,3.8809483610436857,MHI - Stable Exclusion
36047013900,"Census Tract 139, Kings County, New York",-24.46996466431095,124.33435256123957,20.99987900012099,3.285418345628493,0.6487766825780579,-5.805462566900173,5.447275432397248,MHI - Ongoing Exclusion
36047014300,"Census Tract 143, Kings County, New York",1.0780885780885763,102.9055917165313,25.910882809700155,9.159868189848012,0.5228460402862245,-14.937347172861735,5.858449228296447,MHI - Ongoing Exclusion
36047014500,"Census Tract 145, Kings County, New York",-12.226277372262773,56.52281388402513,8.981684981684989,18.567138868233762,-3.9458359257629327,-21.00081376997435,15.22892734115362,MHI - Advanced Gentrification
36047016300,"Census Tract 163, Kings County, New York",-10.95623083356565,38.04537756391302,31.188118811881193,21.40688763553213,-16.878428835499513,-10.4859107341459,17.20246126388009,MHI - Ongoing Exclusion
36047017900,"Census Tract 179, Kings County, New York",12.506513809275654,45.25240088648117,58.968377397615335,10.17765351289523,-5.738017306277079,-9.412541897762582,3.085005241217912,LI - At Risk of Gentrification
36047018000,"Census Tract 180, Kings County, New York",14.28571428571428,125.22111739823107,46.18841544607191,-8.033583361745649,0.0,-2.7574156154108422,9.08199795431299,MHI - Stable Exclusion
36047018300,"Census Tract 183, Kings County, New York",4.533230887437578,50.60936995153473,21.209878790121216,15.526694878820592,-14.35332510772985,-5.69475499886132,10.625429652241646,MHI - Ongoing Exclusion
36047019100,"Census Tract 191, Kings County, New York",29.674418604651166,100.37820839707634,75.85634525426286,35.142971539154516,-19.137366120583234,-22.03786994094291,16.5764572420006,MHI - Ongoing Exclusion
36047019500,"Census Tract 195, Kings County, New York",9.041174776849981,86.58854166666667,60.12402264761392,18.925140647026886,-13.656848550107505,-4.410484562680564,9.204584067016363,MHI - Stable Exclusion
36047020300,"Census Tract 203, Kings County, New York",17.894056847545215,140.26341178846283,60.85056311985208,4.087288945524051,2.9429046759406745,-11.557431595341757,-1.6904180382995264,MHI - Ongoing Exclusion
36047021700,"Census Tract 217, Kings County, New York",-4.044562848147248,86.39774313634247,329.44194996792817,14.039294831536557,-13.064742322590156,-2.3599161763075216,10.740769448291097,MHI - Stable Exclusion
36047021900,"Census Tract 219, Kings County, New York",-3.201302224633751,110.98918831692757,114.92405510420345,9.80020146524603,-7.416393747764538,-1.2747451878274116,7.634906287029581,MHI - Stable Exclusion
36047022700,"Census Tract 227, Kings County, New York",38.356683074592965,120.67486648324972,55.07774198066957,12.59786570536156,-20.377631003830587,1.7244902548275096,10.838889168675431,MHI - Advanced Gentrification
36047022900,"Census Tract 229, Kings County, New York",30.779707184201577,77.01125517113869,67.22745625841185,21.125054593925356,-21.50611066360417,-1.4947411213013861,16.87556183985894,MHI - Advanced Gentrification
36047024100,"Census Tract 241, Kings County, New York",26.732209737827706,73.9030081671993,41.838487972508595,32.39793765366251,-21.565154288576295,-13.520000857812107,11.464987430285472,MHI - Stable Exclusion
36047024300,"Census Tract 243, Kings County, New York",8.069538142189936,138.17973669147108,94.6855192588981,26.793658823155624,-27.1614904394555,-2.968519011133255,17.20129255646213,LI - Ongoing Gentrification
36047024500,"Census Tract 245, Kings County, New York",17.522032141005695,94.82115968502383,30.387447966698677,19.656015273574944,-22.043963436901947,0.8851159249977654,8.286975453934481,MHI - Ongoing Exclusion
36047024900,"Census Tract 249, Kings County, New York",-4.671241974762008,74.05215413640711,53.92127848475881,24.70552747986885,-25.503796824320908,-1.6462142655382195,16.415772957010937,MHI - Advanced Gentrification
36047025700,"Census Tract 257, Kings County, New York",-0.835654596100277,129.7609464141962,25.586136595310904,18.023692529185315,-21.945583341157814,-0.6661241693009075,14.89663860286063,LI - Ongoing Gentrification
36047025901,"Census Tract 259.01, Kings County, New York",26.232294617563735,118.23249019758593,42.385581206966386,14.550734662116456,-0.33706979417254246,-9.887804456289004,1.21083200675411,LI - Not Losing Low-Income Households
36047026100,"Census Tract 261, Kings County, New York",15.622732769044735,95.41716878145601,72.5885225885226,11.98438397455466,-18.947425659863327,8.772172801094214,9.573247793879794,LI - Ongoing Gentrification
36047026900,"Census Tract 269, Kings County, New York",26.407452409882538,272.91088669404064,138.6198359894786,9.438355700399793,-17.691155006476336,2.800843889412956,6.76907591981,LI - Ongoing Displacement of Low-Income Households
36047027500,"Census Tract 275, Kings County, New York",-0.9593931280678314,71.59575393717917,68.35509138381201,11.226206922757488,-10.352415644907992,-2.088999787792254,4.438283282563308,MHI - Ongoing Exclusion
36047027700,"Census Tract 277, Kings County, New York",31.600889382990548,42.77768635840054,70.1903467029232,9.136719742811476,-5.13642156002426,-4.949129899105042,7.148691664323662,LI - Not Losing Low-Income Households
36047027900,"Census Tract 279, Kings County, New York",1.2700165654334628,96.80527241754866,92.49800478850759,12.912186342158396,-9.216532073774289,-7.566883464493911,8.731356360349663,MHI - Stable Exclusion
36047028900,"Census Tract 289, Kings County, New York",18.34862385321101,75.64187220819576,134.08772748483435,9.280989972263708,-11.659673328117968,5.200436194675579,1.1758291254770885,LI - Ongoing Gentrification
36047029100,"Census Tract 291, Kings County, New York",15.145554681353257,99.77246190233826,48.21460294901403,17.807160173721048,-10.851114330158694,-3.686854825941605,5.7619622726308695,LI - Not Losing Low-Income Households
